sentence_id	yes_no	aspect_sentiment	sentence	ner_tags	ner_mask
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:1	1	N neutral	sono in sala di attesa dal dentista	O O B O B O B	0 0 1 0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	0	Y positive	sale l ansia	O O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	1	Y negative	sale l ansia	B O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	0	Y neutral	sale l ansia	O O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	0	N positive	sale l ansia	O O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	0	N negative	sale l ansia	O O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:2	0	N neutral	sale l ansia	O O O	1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	0	Y positive	e ti fanno sempre aspettare questa è una pecca	O O O O O O O O O	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	1	Y negative	e ti fanno sempre aspettare questa è una pecca	O O B B I O O O O	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	0	Y neutral	e ti fanno sempre aspettare questa è una pecca	O O O O O O O O O	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	0	N positive	e ti fanno sempre aspettare questa è una pecca	O O O O O O O O O	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	1	N negative	e ti fanno sempre aspettare questa è una pecca	O O O O O O O B I	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_a:3	0	N neutral	e ti fanno sempre aspettare questa è una pecca	O O O O O O O O O	0 0 1 1 1 0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	Y positive	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	Y negative	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	Y neutral	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	N positive	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	N negative	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:0	0	N neutral	che nulla è per sempre	O O O O O	0 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	0	Y positive	prima o poi finisce	O O O O	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	0	Y negative	prima o poi finisce	O O O O	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	0	Y neutral	prima o poi finisce	O O O O	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	0	N positive	prima o poi finisce	O O O O	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	0	N negative	prima o poi finisce	O O O O	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:1	1	N neutral	prima o poi finisce	O O B I	0 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	0	Y positive	penso a stasera quando sarò a casa a preparare la cena	O O O O O O O O O O O	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	0	Y negative	penso a stasera quando sarò a casa a preparare la cena	O O O O O O O O O O O	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	0	Y neutral	penso a stasera quando sarò a casa a preparare la cena	O O O O O O O O O O O	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	0	N positive	penso a stasera quando sarò a casa a preparare la cena	O O O O O O O O O O O	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	0	N negative	penso a stasera quando sarò a casa a preparare la cena	O O O O O O O O O O O	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:2	1	N neutral	penso a stasera quando sarò a casa a preparare la cena	B O B O O O B O B B I	1 0 1 0 0 0 1 0 1 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	0	Y positive	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	O O O O O O O O O O O O O O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	0	Y negative	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	O O O O O O O O O O O O O O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	0	Y neutral	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	O O O O O O O O O O O O O O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	0	N positive	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	O O O O O O O O O O O O O O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	0	N negative	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	O O O O O O O O O O O O O O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:3	1	N neutral	cosa fare da mangiare i cani e i gatti cosa stanno facendo visto che sono soli !	B B O B B I O B I O B I B O O O O	1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	1	Y positive	pensare al mio nido mi rilassa	B O B I O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	0	Y negative	pensare al mio nido mi rilassa	O O O O O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	0	Y neutral	pensare al mio nido mi rilassa	O O O O O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	0	N positive	pensare al mio nido mi rilassa	O O O O O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	0	N negative	pensare al mio nido mi rilassa	O O O O O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_b:4	0	N neutral	pensare al mio nido mi rilassa	O O O O O O	1 0 1 1 0 0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	Y positive	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	Y negative	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	Y neutral	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	N positive	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	N negative	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:0	0	N neutral	faccio	O	0
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	0	Y positive	esercizi di respirazione aiutano	O O O O	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	0	Y negative	esercizi di respirazione aiutano	O O O O	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	0	Y neutral	esercizi di respirazione aiutano	O O O O	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	0	N positive	esercizi di respirazione aiutano	O O O O	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	0	N negative	esercizi di respirazione aiutano	O O O O	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:1	1	N neutral	esercizi di respirazione aiutano	B O B B	1 0 1 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	0	Y positive	ho qualcosa da pensare	O O O O	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	0	Y negative	ho qualcosa da pensare	O O O O	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	0	Y neutral	ho qualcosa da pensare	O O O O	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	0	N positive	ho qualcosa da pensare	O O O O	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	0	N negative	ho qualcosa da pensare	O O O O	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:2	1	N neutral	ho qualcosa da pensare	B O O B	1 0 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	0	Y positive	e parlo con teo	O O O O	0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	0	Y negative	e parlo con teo	O O O O	0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	0	Y neutral	e parlo con teo	O O O O	0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	0	N positive	e parlo con teo	O O O O	0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	0	N negative	e parlo con teo	O O O O	0 1 0 1
593d5374-9d83-4ef6-9d67-fc0c80ec4ac0#cbt_response_c:3	1	N neutral	e parlo con teo	O B O B	0 1 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	1	Y positive	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O O O O O O O O O O O O B	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	0	Y negative	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O O O O O O O O O O O O O	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	0	Y neutral	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O O O O O O O O O O O O O	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	1	N positive	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O B O B I B O B O O O O O	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	0	N negative	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O O O O O O O O O O O O O	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:0	0	N neutral	ciao teo in questi giorni riflettevo sul tema dell assertivita bellissimo mi affascina	O O O O O O O O O O O O O	0 1 0 1 1 1 0 1 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	1	Y positive	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O O O O O O O O O O B I O O O O O	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	0	Y negative	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O O O O O O O O O O O O O O O O O	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	0	Y neutral	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O O O O O O O O O O O O O O O O O	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	1	N positive	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O B I O O O B I O O O O O O B B I	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	0	N negative	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O O O O O O O O O O O O O O O O O	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#initial_note:1	0	N neutral	e sto osservando gli altri su questo punto con piacevoli scoperte tipo quella di luca mio figlio	O O O O O O O O O O O O O O O O O	0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	0	Y positive	un paio di giorni fa	O O O O O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	0	Y negative	un paio di giorni fa	O O O O O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	0	Y neutral	un paio di giorni fa	O O O O O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	0	N positive	un paio di giorni fa	O O O O O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	0	N negative	un paio di giorni fa	O O O O O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_a:0	1	N neutral	un paio di giorni fa	B I O B O	1 1 0 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	1	Y positive	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O O O O O B I O O O O O O O	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	0	Y negative	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O O O O O O O O O O O O O O	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	0	Y neutral	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O O O O O O O O O O O O O O	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	1	N positive	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O B O O O O O O O O O O O B	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	0	N negative	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O O O O O O O O O O O O O O	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_b:0	0	N neutral	se ce la fa lui ce la posso fare anche io e poi così si fa	O O O O O O O O O O O O O O O O	0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	1	Y positive	ho sentito l emozione di una scoperta	B I O O O O O	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	0	Y negative	ho sentito l emozione di una scoperta	O O O O O O O	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	0	Y neutral	ho sentito l emozione di una scoperta	O O O O O O O	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	1	N positive	ho sentito l emozione di una scoperta	O O O O O B I	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	0	N negative	ho sentito l emozione di una scoperta	O O O O O O O	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:0	0	N neutral	ho sentito l emozione di una scoperta	O O O O O O O	1 1 0 0 0 1 1
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	0	Y positive	ed ho pensato si fa così !	O O O O O O O	0 1 1 0 1 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	0	Y negative	ed ho pensato si fa così !	O O O O O O O	0 1 1 0 1 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	0	Y neutral	ed ho pensato si fa così !	O O O O O O O	0 1 1 0 1 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	0	N positive	ed ho pensato si fa così !	O O O O O O O	0 1 1 0 1 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	0	N negative	ed ho pensato si fa così !	O O O O O O O	0 1 1 0 1 1 0
720663ad-61b6-4e86-a3c2-f024546d4535#cbt_response_c:1	1	N neutral	ed ho pensato si fa così !	O B I O B I O	0 1 1 0 1 1 0
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	0	Y positive	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	O O O O O O O O O O O O O O O O	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	0	Y negative	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	O O O O O O O O O O O O O O O O	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	0	Y neutral	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	O O O O O O O O O O O O O O O O	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	0	N positive	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	O O O O O O O O O O O O O O O O	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	0	N negative	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	O O O O O O O O O O O O O O O O	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#initial_note:0	1	N neutral	oggi riflettevo che è difficile mantenere un equilibrio mentale quando tanti pensieri si accavallano nella testa	B I O O O B B I O O O O O B O B	1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	0	Y positive	in giardino	O O	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	0	Y negative	in giardino	O O	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	0	Y neutral	in giardino	O O	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	0	N positive	in giardino	O O	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	0	N negative	in giardino	O O	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_a:0	1	N neutral	in giardino	O B	0 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	0	Y positive	che devo cercare di pensare positivo	O O O O O O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	0	Y negative	che devo cercare di pensare positivo	O O O O O O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	0	Y neutral	che devo cercare di pensare positivo	O O O O O O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	0	N positive	che devo cercare di pensare positivo	O O O O O O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	0	N negative	che devo cercare di pensare positivo	O O O O O O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:0	1	N neutral	che devo cercare di pensare positivo	O B I O B O	0 1 1 0 1 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	0	Y positive	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O O O O O O O O O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	0	Y negative	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O O O O O O O O O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	0	Y neutral	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O O O O O O O O O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	0	N positive	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O O O O O O O O O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	0	N negative	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O O O O O O O O O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_b:1	1	N neutral	e affrontare il quotidiano senza pensare troppo indietro e anche avanti	O B B I O B I I O O O	0 1 1 1 0 1 1 1 0 0 0
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	0	Y positive	ho cercato di rimettere ordine	O O O O O	1 1 0 1 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	0	Y negative	ho cercato di rimettere ordine	O O O O O	1 1 0 1 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	0	Y neutral	ho cercato di rimettere ordine	O O O O O	1 1 0 1 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	0	N positive	ho cercato di rimettere ordine	O O O O O	1 1 0 1 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	0	N negative	ho cercato di rimettere ordine	O O O O O	1 1 0 1 1
490f8524-d1b3-4165-ba61-28272177f638#cbt_response_c:0	1	N neutral	ho cercato di rimettere ordine	B I O B B	1 1 0 1 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	0	Y positive	ho problemi a concentrarmi al lavoro	O O O O O O	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	1	Y negative	ho problemi a concentrarmi al lavoro	B B O O O B	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	0	Y neutral	ho problemi a concentrarmi al lavoro	O O O O O O	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	0	N positive	ho problemi a concentrarmi al lavoro	O O O O O O	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	1	N negative	ho problemi a concentrarmi al lavoro	O O O B O O	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:0	0	N neutral	ho problemi a concentrarmi al lavoro	O O O O O O	1 1 0 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	0	Y positive	a parte le distrazioni del lavoro stesso che sono un problema a parte	O O O O O O O O O O O O O	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	0	Y negative	a parte le distrazioni del lavoro stesso che sono un problema a parte	O O O O O O O O O O O O O	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	0	Y neutral	a parte le distrazioni del lavoro stesso che sono un problema a parte	O O O O O O O O O O O O O	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	0	N positive	a parte le distrazioni del lavoro stesso che sono un problema a parte	O O O O O O O O O O O O O	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	0	N negative	a parte le distrazioni del lavoro stesso che sono un problema a parte	O O O O O O O O O O O O O	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:1	1	N neutral	a parte le distrazioni del lavoro stesso che sono un problema a parte	O B B I O B O O O B I O B	0 1 1 1 0 1 0 0 0 1 1 0 1
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	0	Y positive	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	O O O O O O O O O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	1	Y negative	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	B O O O B O B B O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	0	Y neutral	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	O O O O O O O O O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	0	N positive	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	O O O O O O O O O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	1	N negative	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	O O B O O O O O O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#initial_note:2	0	N neutral	ho proprio difficoltà di concentrazione quando svolgo lavori più impegnativi	O O O O O O O O O O	1 0 1 0 1 0 1 1 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	0	Y positive	spesso in quest anno e forse anche prima	O O O O O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	0	Y negative	spesso in quest anno e forse anche prima	O O O O O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	0	Y neutral	spesso in quest anno e forse anche prima	O O O O O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	0	N positive	spesso in quest anno e forse anche prima	O O O O O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	0	N negative	spesso in quest anno e forse anche prima	O O O O O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:0	1	N neutral	spesso in quest anno e forse anche prima	O O B I O O O O	0 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:1	0	Y positive	l ultima volta oggi durante lo svolgimento di un lavoro impegnativo ma anche gratificante	O O O O O O O O O O O O O O	1 1 1 0 0 1 1 0 1 1 0 0 0 0
cba10679-88bc-479a-9827-f8d86a87e67c#cbt_response_a:1	0	Y negative	l ultima volta oggi durante lo svolgimento di un lavoro impegnativo ma anche gratificante	O O O O O O O O O O O O O O	1 1 1 0 0 1 1 0 1 1 0 0 0 0
